;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments;group;level;days;period;day_of_period;interval;scope;pupils_m;pupils_d;attention_m;attention_d;interactions_m;interactions_d;vector_interact;vector_intention;vector_attention
298;557;П1.2;16.03.2022;117;772;774;769;;;;22.0;8.0;8.0;6.0;;0.0;0.0;0.0;22.0;8.0;8.0;6.0;"Да, удовлетрорительно. Считаю, что нужно применять на уроке более активные приемы для опроса ребят по теме. Например: ""А сейчас ответит тот,кто выше всех в классе."" . Такие приемы позволяют вести активную деятельность в классе всем ребятам. Бонус- такие приемы хорошо работают на сплочение класса, так как ребята узнают больше друг про друга.";Распределение внимания учителя;2;61;1;61;22.0;1.0;0.5454545454545454;0.39626354032187944;0.5454545454545454;0.39626354032187944;;;;0.0;
299;1686;П1.2;16.03.2022;109;704;703;702;;;;27.0;10.0;13.0;4.0;38.0;15.0;12.0;11.0;21.0;8.0;9.0;4.0;"Да, удовлетворена. Есть однозначный прогресс между двумя наблюдениями: в зоне моего внимания было больше учеников. Хотелось бы минимизировать ""слепые"" зоны.";Распределение внимания учителя;2;61;1;61;23.0;0.7777777777777778;0.6111111111111112;0.3424674446093876;0.5952380952380952;0.3657688451366004;0.5526315789473685;0.41022255968736565;0.05847953216374269;0.015873015873015928;0.04260651629072676
300;1687;П1.2;16.03.2022;109;703;704;702;;;;32.0;15.0;10.0;7.0;61.0;29.0;17.0;15.0;32.0;14.0;11.0;7.0;"Сделала вывод, что из зоны внимание чаще всего выпадают средние ученики, в основном дети- ""интроверты"", ""тихони"". Необходимо сосредоточить большее количество внимания на них";Распределение внимания учителя;2;61;1;61;23.0;1.0;0.625;0.39528470752104744;0.609375;0.3899994991983964;0.6147540983606558;0.40885127584721065;0.010245901639344246;0.015625;-0.005379098360655754
301;675;П1.2;16.03.2022;108;710;711;709;;;;29.0;12.0;12.0;5.0;;0.0;0.0;0.0;23.0;10.0;10.0;3.0;Результатом удовлетворена, т.к. увеличился процент охвата включенных в работу учеников. В работу вовлечены все категории обучающихся. Для слабоуспевающих учащихся подготовлены индивидуальные карточки. На слудующем уроке планируется организовать работу в парах.. ;Распределение внимания учителя;2;61;1;61;20.0;0.7931034482758621;0.6206896551724138;0.3632984052707841;0.6521739130434783;0.34372583262699774;;;;-0.03148425787106446;
302;42;П1.2;17.03.2022;120;883;884;882;;;;23.0;5.0;9.0;9.0;42.0;9.0;19.0;14.0;23.0;5.0;9.0;9.0;"уроком удовлетворена, дети подготовились к уроку, работали, большее внимание уделяла ""средним"" и ""слабым"" детям";Распределение внимания учителя;2;62;1;62;20.0;1.0;0.41304347826086957;0.38027947140295437;0.41304347826086957;0.38027947140295437;0.44047619047619047;0.3651871821470945;-0.027432712215320898;0.0;-0.027432712215320898
303;53;П1.2;17.03.2022;120;887;886;885;;;;16.0;5.0;4.0;7.0;23.0;9.0;6.0;8.0;10.0;4.0;3.0;3.0;Мне казалось, что на уроке охватила вниманием всех детей, но из протокола вижу, что 3 обучающихся выпали из моего поля зрения. На следующем этапе построю урок так, чтобы задействовать в работе всех.;Распределение внимания учителя;2;62;1;62;22.0;0.625;0.4375;0.42847841252506524;0.55;0.4153311931459038;0.5217391304347826;0.4293134273506848;-0.0842391304347826;-0.11250000000000004;0.02826086956521745
304;689;П1.2;17.03.2022;80;546;547;542;;;;10.0;5.0;0.0;5.0;4.0;3.0;0.0;1.0;4.0;3.0;0.0;1.0;Большая часть чащихся вне поля зрения учителя.Охватывать вниманием всех учащихся. Для этого опрашивать по цепочке, например.;Распределение внимания учителя;2;62;1;62;23.0;0.4;0.5;0.5;0.75;0.4330127018922193;0.75;0.4330127018922193;-0.25;-0.25;0.0
305;691;П1.2;17.03.2022;80;547;546;542;;;;12.0;4.0;4.0;4.0;27.0;13.0;7.0;7.0;12.0;4.0;4.0;4.0;Учитель деляет внимание всем ченикам, но делает это не равномерно.Нжно стремиться не по 1 разу за рок. Для этого можно один вопрос аадресовать 2-3 ченикам, а потом оценивать.;Распределение внимания учителя;2;62;1;62;21.0;1.0;0.5;0.408248290463863;0.5;0.408248290463863;0.6111111111111112;0.41573970964154905;-0.11111111111111116;0.0;-0.11111111111111116
306;982;П1.2;17.03.2022;88;577;576;575;;;;5.0;0.0;2.0;3.0;;0.0;0.0;0.0;5.0;0.0;2.0;3.0;Педагог на уроке уделяла внимание всем обучающимся. Большую часть времени работала со слабыми учениками по закреплению пройденной темы. В целом педагог показала хорошую работу с классом.;Распределение внимания учителя;2;62;1;62;16.0;1.0;0.2;0.24494897427831783;0.2;0.24494897427831783;;;;0.0;
307;158;П1.2;18.03.2022;86;590;589;588;;;;14.0;5.0;6.0;3.0;;0.0;0.0;0.0;14.0;5.0;6.0;3.0;Уроком удовлетворена,но хочу повысить уровень знаний слабых учеников.Для достижения цели, использую прицельный протокол.;Распределение внимания учителя;2;63;1;63;18.0;1.0;0.5714285714285714;0.37115374447904514;0.5714285714285714;0.37115374447904514;;;;0.0;
308;45;П1.2;18.03.2022;120;884;883;882;;;;21.0;3.0;9.0;9.0;45.0;5.0;20.0;20.0;21.0;3.0;9.0;9.0;уроком удовлетворена, все дети работали на уроке, задавали вопросы, отвечали, выполняли задание в соответствии с инструкцией. Переходим к следующему протоколу.;Распределение внимания учителя;2;63;1;63;22.0;1.0;0.35714285714285715;0.34992710611188255;0.35714285714285715;0.34992710611188255;0.3333333333333333;0.33333333333333337;0.023809523809523836;0.0;0.023809523809523836
309;48;П1.2;18.03.2022;120;886;887;885;;;;20.0;10.0;8.0;2.0;15.0;7.0;6.0;2.0;15.0;7.0;6.0;2.0;Уроком удовлетворен, на следующем уроке постараюсь  охвать всех детей. Продолжим работу с этим же протоколом.;Распределение внимания учителя;2;63;1;63;16.0;0.75;0.7;0.33166247903554;0.6666666666666666;0.34960294939005054;0.6666666666666666;0.34960294939005054;0.033333333333333326;0.033333333333333326;0.0
310;601;П1.2;18.03.2022;89;613;614;612;;;;4.0;1.0;1.0;2.0;;0.0;0.0;0.0;4.0;1.0;1.0;2.0;Уроком удовлетворена. Цель- посмотреть взаимодействие класса и учителя  понять какие изменения в ведении своих уроков я должна внести по отношению к этому классу.;Распределение внимания учителя;2;63;1;63;7.0;1.0;0.375;0.414578098794425;0.375;0.414578098794425;;;;0.0;
311;223;П1.2;19.03.2022;86;593;592;591;;;;12.0;4.0;5.0;3.0;;0.0;0.0;0.0;12.0;4.0;5.0;3.0;Да,удовлетворена. Планирую достичь цели, чтобы из групп средней и слабой ученики перешли в сильную. Хочу использовать прицельный протокол.;Распределение внимания учителя;2;64;1;64;18.0;1.0;0.5416666666666666;0.3796013991310125;0.5416666666666666;0.3796013991310125;;;;0.0;
312;987;П1.2;21.03.2022;104;617;618;616;;;;6.0;2.0;3.0;1.0;9.0;4.0;3.0;2.0;6.0;2.0;3.0;1.0;Анализируя свой урок можно сказать, что внимание моей работы было таково, что в ходе работы один ученик выпал из поля зрения, и включался в работу эпизодически, только после подхода к нему. Работа с сильными ребятами немного не задалась, приходилось тратить время на объяснение из прошлого материала, так как ребята пришли на урок не совсем подготовленными.;Распределение внимания учителя;2;66;1;66;;1.0;0.5833333333333334;0.3435921354681384;0.5833333333333334;0.3435921354681384;0.6111111111111112;0.3928371006591931;-0.02777777777777779;0.0;-0.02777777777777779
313;221;П1.2;23.03.2022;86;592;593;591;;;;13.0;4.0;5.0;4.0;;0.0;0.0;0.0;13.0;4.0;5.0;4.0;Удовлетворена результатом урока.Следующий протокол планирую провести прицельный.  ;Распределение внимания учителя;2;68;1;68;22.0;1.0;0.5;0.3922322702763681;0.5;0.3922322702763681;;;;0.0;
314;1128;П1.2;23.03.2022;73;482;481;480;;;;5.0;2.0;2.0;1.0;51.0;16.0;17.0;18.0;5.0;2.0;2.0;1.0;Я полностью удовлетворена уроком. Учитель взаимодействовал со всеми учениками. Учащиеся работали активно и с интересом на уроке. Атмосфера была спокойной и дружелюбной. Большое внимание учитель уделял более слабым учащимся. Все этапы урока были соблюдены.;Распределение внимания учителя;2;68;1;68;34.0;1.0;0.6;0.37416573867739417;0.6;0.37416573867739417;0.4803921568627451;0.4077771439820671;0.11960784313725487;0.0;0.11960784313725487
315;1131;П1.2;23.03.2022;73;481;482;480;;;;9.0;2.0;5.0;2.0;45.0;13.0;15.0;17.0;9.0;2.0;5.0;2.0;Учитель взаимодействовал со всеми учениками класса, учитывал ответы не только более сильных учеников, но и предлагал помощь более слабым. Все группы учащихся взаимодействовали с учителем с учётом их уровня подготовки. ;Распределение внимания учителя;2;68;1;68;33.0;1.0;0.5;0.3333333333333333;0.5;0.3333333333333333;0.45555555555555555;0.4058218303944372;0.04444444444444445;0.0;0.04444444444444445
316;985;П1.2;24.03.2022;104;618;617;616;;;;5.0;1.0;3.0;1.0;10.0;2.0;3.0;5.0;5.0;1.0;3.0;1.0;Урок пршел как обячно в этом классе. Темп урока достаточный, но в классе имеется ребенок, который постоянно привлекает к себе внимание разными способами. Цель урока была достигнута. Формы деятельности были сменными, что говорит о правильном их сочетании и применении на уроке. Необходимо продумать индивидуальный образовательный маршрут работы с этим обучающимся. Так как это отнимает много времени на пустое.;Распределение внимания учителя;2;69;1;69;;1.0;0.5;0.31622776601683794;0.5;0.31622776601683794;0.35;0.3905124837953327;0.15000000000000002;0.0;0.15000000000000002
317;1155;П1.2;05.04.2022;128;732;733;731;;;;10.0;2.0;3.0;5.0;19.0;2.0;7.0;10.0;10.0;2.0;3.0;5.0;Да.Нужно больше вримания уделять слабым ученикам, организуя оптимальным образом работы учащихся из средней и сильной группы.Применять групповые и инд. формы работы, создавать ситуации успеха для каждого учащегося.;Распределение внимания учителя;2;81;1;81;38.0;1.0;0.35;0.3905124837953327;0.35;0.3905124837953327;0.2894736842105263;0.3370065388122552;0.06052631578947365;0.0;0.06052631578947365
318;698;П1.2;05.04.2022;80;550;551;542;;;;9.0;7.0;1.0;1.0;47.0;38.0;6.0;3.0;9.0;7.0;1.0;1.0;Не довольна собой. Спрашивала сильных, слабые остались почти в стороне. Направить внимание в сторон слабых учеников.;Распределение внимания учителя;2;81;1;81;18.0;1.0;0.8333333333333334;0.3333333333333333;0.8333333333333334;0.3333333333333333;0.8723404255319149;0.28186470849982487;-0.03900709219858156;0.0;-0.03900709219858156
319;700;П1.2;05.04.2022;80;551;551;542;;;;8.0;6.0;2.0;0.0;46.0;39.0;7.0;0.0;8.0;6.0;2.0;0.0;Вполне довольна собой. Спрашивала сильных, слабые остались почти в стороне. Направить внимание в сторону слабых учеников.;Распределение внимания учителя;2;81;1;81;18.0;1.0;0.875;0.21650635094610965;0.875;0.21650635094610965;0.9239130434782609;0.17959469175932943;-0.048913043478260865;0.0;-0.048913043478260865
320;144;П1.2;06.04.2022;95;606;607;605;;;;3.0;1.0;1.0;1.0;15.0;5.0;5.0;5.0;3.0;1.0;1.0;1.0;Удовлетворена тем, что взаимодействовала со всеми учащимися в равной степени. Но хотелось бы увеличить количество взаимоействий.  Дума что можно поставить следующую цель: повышение количества взаимодейтсвий с учащимися, особенно со слабыми. Считаю, что цель достижима, например, с помощью разделение работы на уроке между слабыми и сильными учениками.;Распределение внимания учителя;2;82;1;82;9.0;1.0;0.5;0.408248290463863;0.5;0.408248290463863;0.5;0.408248290463863;0.0;0.0;0.0
321;150;П1.2;06.04.2022;95;607;606;605;;;;4.0;2.0;1.0;1.0;20.0;10.0;5.0;5.0;4.0;2.0;1.0;1.0;Удовлетворена своей работой. Мне хотелось бы изменить в своей работе метод подачи материала для ученика с ОВЗ. Цель, которую мне бы хотелось достич: построить работу на уроке такую чтобы сильнуй ученик смог помоч слабому. ;Распределение внимания учителя;2;82;1;82;9.0;1.0;0.625;0.414578098794425;0.625;0.414578098794425;0.625;0.414578098794425;0.0;0.0;0.0
322;1159;П1.2;07.04.2022;128;733;732;731;;;;10.0;2.0;3.0;5.0;23.0;4.0;7.0;12.0;10.0;2.0;3.0;5.0;Организованной работой на уроке удовлетворена. Удалость больше внимания уделить учащимся из слабой группы.;Распределение внимания учителя;2;83;1;83;3.0;1.0;0.35;0.3905124837953327;0.35;0.3905124837953327;0.32608695652173914;0.37903469074266727;0.023913043478260843;0.0;0.023913043478260843
323;758;П1.2;07.04.2022;119;849;850;848;;;;22.0;7.0;11.0;4.0;22.0;7.0;11.0;4.0;22.0;7.0;11.0;4.0;Наблюдение по усложненному протоколу позволило увидеть, что всем учащимся учитель уделяет внимание, все (и слабые, и сильные учащиеся) на уроке активны. Может быть стоило бы посмотреть и отметить это как-то в протоколе, о кого мидет активность: ребенок проявляет интерес или ребенок принимает участие, т.к. к этому его сподвигает учитель;Распределение внимания учителя;2;83;1;83;35.0;1.0;0.5681818181818182;0.34691676187440335;0.5681818181818182;0.34691676187440335;0.5681818181818182;0.34691676187440335;0.0;0.0;0.0
324;761;П1.2;07.04.2022;119;850;849;848;;;;22.0;7.0;11.0;4.0;22.0;7.0;11.0;4.0;22.0;7.0;11.0;4.0;Наблюдение по усложненному протоколу позволило увидеть, что всем учащимся учитель так или иначе уделяет внимание, слабые учащиеся на уроке мнее активны и учитель их меньше спрашивает. Есть предложение фиксировать ответы учеников дифференцированно: инициативу ученика и учициативу учителя. Попробовать выстраивать вопросно-ответную форму работы между учащимися;Распределение внимания учителя;2;83;1;83;48.0;1.0;0.5681818181818182;0.34691676187440335;0.5681818181818182;0.34691676187440335;0.5681818181818182;0.34691676187440335;0.0;0.0;0.0
325;694;П1.2;08.04.2022;80;549;548;542;;;;10.0;5.0;2.0;3.0;41.0;19.0;8.0;14.0;10.0;5.0;2.0;3.0;Большая доля внимания направлена на сильных учащихся. В смысле кураторской методики это не есть хорошо...  Внимания слабым детям уделено меньше, чем сильным, но больше, чем средним. За это могу себя похвалить, что слабые дети не обделены вниманием совсем. Надо стремиться держать всех детей в поле зрения. ;Распределение внимания учителя;2;84;1;84;25.0;1.0;0.6;0.4358898943540674;0.6;0.4358898943540674;0.5609756097560976;0.44441139410459995;0.03902439024390236;0.0;0.03902439024390236
326;696;П1.2;11.04.2022;80;548;549;542;;;;19.0;9.0;6.0;4.0;74.0;32.0;23.0;19.0;18.0;9.0;6.0;3.0;Большая доля внимания направлена на сильных учащихся. Нельзя сказать, что это плохо, так как их надо поднимать еще выше. Но недостаток внимания слабым детям усугубляет их положение. Надо стремиться к равенству распределения внимания . Надо придумать способ учета взаимодействий.;Распределение внимания учителя;2;87;1;87;28.0;0.9473684210526315;0.631578947368421;0.3920964322566142;0.6666666666666666;0.37267799624996495;0.5878378378378378;0.40568683925075877;0.04374110953058319;-0.03508771929824561;0.0788288288288288
327;796;П1.2;12.04.2022;118;878;879;877;;;;10.0;2.0;5.0;3.0;;0.0;0.0;0.0;10.0;2.0;5.0;3.0;;Распределение внимания учителя;2;88;1;88;12.0;1.0;0.45;0.35000000000000003;0.45;0.35000000000000003;;;;0.0;
328;797;П1.2;12.04.2022;118;879;878;877;;;;20.0;3.0;10.0;7.0;;0.0;0.0;0.0;12.0;2.0;4.0;6.0;;Распределение внимания учителя;2;88;1;88;12.0;0.6;0.4;0.3391164991562634;0.3333333333333333;0.372677996249965;;;;0.06666666666666671;
329;1055;П1.2;14.04.2022;68;510;512;509;;;;23.0;1.0;11.0;11.0;108.0;4.0;60.0;44.0;22.0;1.0;11.0;10.0;;Распределение внимания учителя;2;90;1;90;21.0;0.9565217391304348;0.2826086956521739;0.28840215568307825;0.29545454545454547;0.2883767622829436;0.3148148148148148;0.27715980642769933;-0.032206119162640934;-0.012845849802371578;-0.019360269360269355
330;93;П1.2;14.04.2022;84;565;566;564;;;;4.0;2.0;0.0;2.0;;0.0;0.0;0.0;4.0;2.0;0.0;2.0;Это была контрольная работа.Я удолетворена результом.По плану класса видно,что внимание уделено каждому почти одинакво.Цель достигнута.;Распределение внимания учителя;2;90;1;90;1.0;1.0;0.5;0.5;0.5;0.5;;;;0.0;
331;389;П1.2;20.04.2022;125;845;844;840;;;;14.0;4.0;9.0;1.0;22.0;5.0;16.0;1.0;14.0;4.0;9.0;1.0;В целом урок прошел на хорошем уровне, все дети были активны и взаимодействовали друг с другом.  На следующих уроках уделить больше внимание слабому ученику. И чаще на сильных, чтобы их не потерять.;Распределение внимания учителя;2;96;1;96;;1.0;0.6071428571428571;0.2789374884252377;0.6071428571428571;0.2789374884252377;0.5909090909090909;0.2447802185061138;0.016233766233766156;0.0;0.016233766233766156
332;391;П1.2;20.04.2022;125;844;845;840;;;;14.0;4.0;6.0;4.0;41.0;13.0;16.0;12.0;14.0;4.0;6.0;4.0;Уроком довольна. ;Распределение внимания учителя;2;96;1;96;9.0;1.0;0.5;0.3779644730092272;0.5;0.3779644730092272;0.5121951219512195;0.39024390243902435;-0.012195121951219523;0.0;-0.012195121951219523
333;591;П1.2;21.04.2022;119;858;857;859;;;;9.0;4.0;3.0;2.0;23.0;8.0;7.0;8.0;5.0;2.0;1.0;2.0;;Распределение внимания учителя;2;97;1;97;7.0;0.5555555555555556;0.6111111111111112;0.3928371006591931;0.5;0.4472135954999579;0.5;0.41702882811414954;0.11111111111111116;0.11111111111111116;0.0
334;592;П1.2;22.04.2022;119;857;858;859;;;;18.0;7.0;8.0;3.0;15.0;6.0;6.0;3.0;11.0;5.0;4.0;2.0;;Распределение внимания учителя;2;98;1;98;8.0;0.6111111111111112;0.6111111111111112;0.35572912430182496;0.6363636363636364;0.37482778414706003;0.6;0.37416573867739417;0.011111111111111183;-0.025252525252525193;0.036363636363636376
335;311;П1.2;27.04.2022;112;786;785;779;;;;28.0;5.0;13.0;10.0;18.0;5.0;8.0;5.0;15.0;5.0;7.0;3.0;удовлетворена. Важно продолжать начатую работу со средними и слабыми усениками, которые будут строить будущее в данном населенном пункте.;Распределение внимания учителя;2;103;1;103;8.0;0.5357142857142857;0.4107142857142857;0.35490369489913914;0.5666666666666667;0.3590109871423003;0.5;0.37267799624996495;-0.0892857142857143;-0.15595238095238095;0.06666666666666665
336;309;П1.2;28.04.2022;112;785;786;779;;;;29.0;7.0;12.0;10.0;24.0;7.0;9.0;8.0;21.0;7.0;9.0;5.0;удовлетворена. Строить урок дифферинцированно с учетом знаний и умений слабых учащихся.;Распределение внимания учителя;2;104;1;104;9.0;0.7241379310344828;0.4482758620689655;0.37931034482758624;0.5476190476190477;0.37495275590532434;0.4791666666666667;0.394735319197842;-0.03089080459770116;-0.09934318555008215;0.06845238095238099
337;1113;П1.2;05.05.2022;74;490;489;488;;;;13.0;6.0;3.0;4.0;13.0;5.0;4.0;4.0;10.0;4.0;3.0;3.0;Урок осталась довольна. Учитель разработал хорошую тактику для работы с детьми разных особенностей. В зоне внимания находился практически весь класс. Дети хорошо понимают задачу, которую ставит учитель перед ними, вследствие чего обратная связь понятна.;Распределение внимания учителя;2;111;1;111;14.0;0.7692307692307693;0.5769230769230769;0.4317296984739163;0.55;0.4153311931459038;0.5384615384615384;0.41424344670265417;0.038461538461538436;0.026923076923076827;0.011538461538461608
338;1066;П1.2;11.05.2022;100;685;684;686;;;;14.0;3.0;5.0;6.0;28.0;6.0;10.0;12.0;14.0;3.0;5.0;6.0;"На данном уроке была использована технология опроса учеников "" опрос по цепочке"". Каждый ребёнок был задействован в работе, и я смогла увидеть, что обучающийся понял материал и сможет применить данные знания в работе. Более слабые ученики имели представление и могли ориентироваться по теме.";Распределение внимания учителя;2;117;1;117;21.0;1.0;0.39285714285714285;0.38630906522828456;0.39285714285714285;0.38630906522828456;0.39285714285714285;0.38630906522828456;0.0;0.0;0.0
339;518;П1.2;14.05.2022;117;772;774;769;;;;19.0;4.0;9.0;6.0;;0.0;0.0;0.0;19.0;4.0;9.0;6.0;"Да, удовлетворена. Очень важно замечать "" маленькие"" победы слабых и средних учеников, хвалить их. Определенно важно рефлексировать после урока, просить детей назвать или написать, чему они научились за урок.";Распределение внимания учителя;2;120;1;120;38.0;1.0;0.4473684210526316;0.358899518341733;0.4473684210526316;0.358899518341733;;;;0.0;
340;1056;П1.2;16.05.2022;68;517;518;516;;;;23.0;7.0;9.0;7.0;104.0;32.0;43.0;29.0;23.0;7.0;9.0;7.0;Я удовлетворена результатом. Внимание учителя распределено практически равномерно на весь класс. Цель: подтянуть дисциплину, что бы было меньше замечаний, которые касаются дисциплины на уроке. Продолжить равномерно распределять свое внимание на всех обучающихся, охватывать в своей работе весь класс.;Распределение внимания учителя;2;122;1;122;;1.0;0.5;0.39009474880274697;0.5;0.39009474880274697;0.5144230769230769;0.38265727516497894;-0.014423076923076872;0.0;-0.014423076923076872
341;1606;П1.2;17.05.2022;117;774;772;769;;;;11.0;3.0;6.0;2.0;;0.0;0.0;0.0;11.0;3.0;6.0;2.0;Удовлетворена, замето,что более слабые дети стали больше отвечать на уроках, ведь для них очень важна похвала.;Распределение внимания учителя;2;123;1;123;41.0;1.0;0.5454545454545454;0.3340213285613425;0.5454545454545454;0.3340213285613425;;;;0.0;
342;475;П1.2;20.05.2022;75;498;497;496;;;;3.0;1.0;1.0;1.0;37.0;15.0;12.0;10.0;3.0;1.0;1.0;1.0;Усилить работу со слабыми учениками;Распределение внимания учителя;2;126;1;126;7.0;1.0;0.5;0.408248290463863;0.5;0.408248290463863;0.5675675675675675;0.40540540540540543;-0.06756756756756754;0.0;-0.06756756756756754
343;1058;П1.2;27.05.2022;68;520;521;519;;;;16.0;6.0;8.0;2.0;36.0;14.0;15.0;7.0;16.0;6.0;8.0;2.0;;Распределение внимания учителя;2;133;1;133;7.0;1.0;0.625;0.33071891388307384;0.625;0.33071891388307384;0.5972222222222222;0.3692982166752314;0.02777777777777779;0.0;0.02777777777777779
344;1610;П1.2;01.06.2022;107;695;697;696;;;;5.0;0.0;2.0;3.0;14.0;0.0;4.0;10.0;5.0;0.0;2.0;3.0; Удовлетворена. Структура урока не предполагала активного взаимодействия . Удалось больше работать со слабыми учащимися.;Распределение внимания учителя;2;138;1;138;14.0;1.0;0.2;0.24494897427831783;0.2;0.24494897427831783;0.14285714285714285;0.22587697572631282;0.05714285714285716;0.0;0.05714285714285716
345;1808;П1.2;06.09.2022;72;478;477;476;;;;6.0;1.0;2.0;3.0;105.0;29.0;29.0;47.0;6.0;1.0;2.0;3.0;Несмотря на что, сменился класс, дети пришли другие и начало учебного года, учитель владеет компетенцией распределения внимания. Дети не привыкли к постореннем во время урока (наблюдателю), вели себя сковано. ;Распределение внимания учителя;2;235;2;1;;1.0;0.3333333333333333;0.372677996249965;0.3333333333333333;0.372677996249965;0.4142857142857143;0.4166598638900449;-0.080952380952381;0.0;-0.080952380952381
346;1972;П1.2;06.09.2022;72;477;478;476;;;;6.0;2.0;1.0;3.0;105.0;29.0;29.0;47.0;6.0;2.0;1.0;3.0;Несмотря на что, сменился класс, дети пришли другие и начало учебного года, учитель владеет компетенцией распределения внимания. ;Распределение внимания учителя;2;235;2;1;;1.0;0.4166666666666667;0.4487637339278753;0.4166666666666667;0.4487637339278753;0.4142857142857143;0.4166598638900449;0.0023809523809523725;0.0;0.0023809523809523725
347;1846;П1.2;07.09.2022;131;744;745;744;;;;5.0;1.0;2.0;2.0;71.0;20.0;21.0;30.0;5.0;1.0;2.0;2.0;Уроком удовлетворена частично. Уделить больше внимания сильным учащимся. В дальнейшем постараться охватить вниманием всех обучающихся. Как достичь поставленную цель понимаю.;Распределение внимания учителя;2;236;2;2;;1.0;0.4;0.37416573867739417;0.4;0.37416573867739417;0.4295774647887324;0.4136387367771384;-0.029577464788732355;0.0;-0.029577464788732355
348;1842;П1.2;08.09.2022;133;729;726;727;;;;12.0;5.0;4.0;3.0;42.0;15.0;12.0;15.0;12.0;5.0;4.0;3.0;Сейчас уже наблюдается динамика роста. После каникул дети постепенно втягиваются в работу. Посмотрим, что будет дальше. Учитель настроен на высокий результат.;Распределение внимания учителя;2;237;2;3;3.0;1.0;0.5833333333333334;0.39965262694272663;0.5833333333333334;0.39965262694272663;0.5;0.4225771273642583;0.08333333333333337;0.0;0.08333333333333337
349;1937;П1.2;08.09.2022;82;540;539;538;;;;10.0;3.0;5.0;2.0;20.0;9.0;8.0;3.0;10.0;2.0;6.0;2.0;Уроком полностью удовлетворена, все цели учителя достигнуты. Распределять внимание так,чтобы слабые ученики были постоянно заняты активной деятельностью, это моя цель.;Распределение внимания учителя;2;237;2;3;;1.0;0.55;0.35000000000000003;0.5;0.31622776601683794;0.65;0.3570714214271425;-0.09999999999999998;0.050000000000000044;-0.15000000000000002
350;1847;П1.2;09.09.2022;131;745;744;744;;;;5.0;1.0;2.0;2.0;75.0;29.0;32.0;14.0;5.0;1.0;2.0;2.0;Уроком не удовлетворена. Со слабыми учащимися мало взаимодействовала. На следующий урок поставлю цель -распределить внимание поровну между всеми учащимися. Постараюсь в зоне внимания держать не только сильного учащегося, но и тех, кто на уроке  работает слабее. Как достичь цель понимаю.;Распределение внимания учителя;2;238;2;4;;1.0;0.4;0.37416573867739417;0.4;0.37416573867739417;0.6;0.3651483716701107;-0.19999999999999996;0.0;-0.19999999999999996
351;1790;П1.2;10.09.2022;114;818;823;819;3.0;4.0;2.0;3.0;0.0;3.0;0.0;43.0;0.0;43.0;0.0;3.0;0.0;3.0;0.0;Удолвлетворена результатом. Все ученики охвачены вниманием. Ставлю цель- ив дальнейшем так же равномерно распределять внимание между всеми учениками. Довольна ,что эта компетенция на хорошем уровне. Еще наряду с полным охватом класса продолжаю продумывать вопросы, работаю над формулировкой вопросов;Распределение внимания учителя;2;239;2;5;1.0;1.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0
352;1879;П1.2;12.09.2022;130;945;763;760;4.0;3.0;2.0;4.0;1.0;2.0;1.0;8.0;2.0;4.0;2.0;4.0;1.0;2.0;1.0;Пока удовлетворена уроком, ничего менять не буду. Может быть в дальнейшем.;Распределение внимания учителя;2;241;2;7;;1.0;0.5;0.3535533905932738;0.5;0.3535533905932738;0.5;0.3535533905932738;0.0;0.0;0.0
353;1743;П1.2;12.09.2022;76;501;502;500;;;;7.0;1.0;4.0;2.0;110.0;15.0;68.0;27.0;7.0;1.0;4.0;2.0;Результатом довольна. Распределение внимания учителя было примерно одинаковым между всеми группами учащихся, что повысило активность средних и слабых обучающихся. Цель: удерживать достигнутый результат.;Распределение внимания учителя;2;241;2;7;;1.0;0.42857142857142855;0.3194382824999699;0.42857142857142855;0.3194382824999699;0.44545454545454544;0.30410415788504963;-0.01688311688311689;0.0;-0.01688311688311689
354;1896;П1.2;13.09.2022;132;719;721;720;;;;4.0;0.0;4.0;0.0;11.0;0.0;11.0;0.0;4.0;0.0;4.0;0.0;Своим результатом довольна, хотя внимание было распределено не совсем равномерно между учениками. Это первый класс, период адаптации, узнавание и понимание своих учеников. Один из них очень медлительный и несамостоятельный, поэтому пока требует большего моего внимания.;Распределение внимания учителя;2;242;2;8;;1.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0
355;1963;П1.2;13.09.2022;127;929;928;927;8.0;4.0;1.0;7.0;2.0;3.0;2.0;76.0;29.0;30.0;17.0;7.0;2.0;3.0;2.0;Уроком удовлетворена. Все дети  были охвачены вниманием. Сильные дети были задействованы в большей степени,их знания и умения используеются учителем при объяснении нового материала. Распределение внимания между слабыми и средними учениками примерно одинаково. Все дети на уроке не испытывают дефиуит внимания, но в дальнейшем на уроках буду стараться в большей степени уделять внимание средним и слабым обучающимся.;Распределение внимания учителя;2;242;2;8;;1.0;0.5;0.3779644730092272;0.5;0.3779644730092272;0.5789473684210527;0.3808977585823718;-0.07894736842105265;0.0;-0.07894736842105265
